gap_deg,gapM_deg,e_sat,e_tgt,alt_sat_km,alt_tgt_km,da_km,hohmann_dv,evec_dv,shape_lb_dv,condition,episode,seed,success,cause,steps,decisions,best_vrel_inbox,best_vrel,best_d_km,n_inbox,n_inbox_tau1,n_fine_rad,dv_used,plan_dv,n_plans,n_burns,n_warps,n_coast,min_d_km
94.11,-131.21,0.0346,0.0437,751.3,581.7,169.5,90.65,273.99,273.99,H16_headline_s42,109,42,1,success,1857,407,,31.973,36.498,0,0,0,320.0,322.79,1,55,160,192,36.5
-76.06,88.19,0.008,0.0189,465.3,347.3,117.9,66.74,102.78,102.78,H16_headline_s42,110,42,1,success,1959,356,,56.1411,54.601,0,0,0,238.0,245.07,1,85,129,142,54.6
-26.72,-29.88,0.0034,0.0241,380.2,502.4,-122.2,68.63,79.01,79.01,H16_headline_s42,111,42,1,success,1604,281,,47.4728,43.583,0,0,0,90.0,92.71,1,24,158,99,43.58
-149.42,-22.76,0.0348,0.0467,606.3,537.3,69.0,37.65,277.03,277.03,H16_headline_s42,112,42,1,success,1938,428,,146.6433,130.449,0,0,0,378.0,385.53,1,84,158,186,130.45
80.7,98.36,0.0001,0.0241,385.0,583.8,-198.8,110.54,90.69,110.54,H16_headline_s42,113,42,1,success,1955,470,,32.9034,37.19,0,0,0,213.0,191.89,1,82,152,236,37.19
117.89,160.53,0.0103,0.0124,477.7,795.4,-317.7,171.01,31.64,171.01,H16_headline_s42,114,42,1,success,1937,471,,40.7242,44.323,0,0,0,162.0,165.33,1,88,165,218,44.32
-137.14,-41.61,0.0272,0.0479,706.8,620.1,86.7,46.41,216.3,216.3,H16_headline_s42,115,42,1,success,1945,453,,53.1025,52.843,0,0,0,337.0,332.51,1,85,164,204,52.84
127.64,85.91,0.0214,0.0046,400.3,629.2,-228.8,126.44,68.86,126.44,H16_headline_s42,116,42,1,success,1929,442,,55.2379,55.232,0,0,0,187.0,190.18,1,83,150,209,55.23
93.68,136.39,0.0422,0.0052,682.2,323.4,358.8,198.81,148.7,198.81,H16_headline_s42,117,42,1,success,1823,336,,154.3213,135.273,0,0,0,201.0,206.81,1,54,133,149,135.27
156.96,-87.45,0.0052,0.0389,765.0,684.3,80.7,42.63,155.75,155.75,H16_headline_s42,118,42,1,success,1934,424,,48.2172,48.194,0,0,0,242.0,238.34,1,72,181,171,48.19
70.19,-83.73,0.009,0.0411,359.2,496.8,-137.6,77.49,188.02,188.02,H16_headline_s42,119,42,1,success,1836,336,,134.8226,121.976,0,0,0,220.0,223.98,1,42,150,144,121.98
66.34,147.39,0.0142,0.0291,771.2,448.5,322.7,174.69,116.11,174.69,H16_headline_s42,120,42,1,success,1737,266,,187.3021,168.091,0,0,0,168.0,180.89,1,42,132,92,168.09
110.56,46.15,0.0035,0.0331,607.1,525.7,81.4,44.45,120.64,120.64,H16_headline_s42,121,42,1,success,1861,325,,103.966,95.616,0,0,0,173.0,177.51,1,54,131,140,95.62
-19.0,155.67,0.0188,0.0131,790.9,428.2,362.7,196.37,121.77,196.37,H16_headline_s42,122,42,1,success,1614,328,,104.7425,93.338,0,0,0,214.0,223.5,1,30,147,151,93.34
152.39,-161.97,0.0329,0.029,753.6,675.8,77.8,41.18,91.15,91.15,H16_headline_s42,123,42,1,success,1916,422,,46.5357,49.33,0,0,0,161.0,171.24,1,61,177,184,49.33
39.9,97.57,0.0071,0.0319,539.8,451.8,88.0,48.81,110.07,110.07,H16_headline_s42,124,42,1,success,1650,316,,111.0085,101.4,0,0,0,123.0,130.37,1,25,151,140,101.4
157.4,130.04,0.0151,0.0425,512.0,783.4,-271.4,145.74,111.62,145.74,H16_headline_s42,125,42,1,success,1926,355,,50.5409,55.706,0,0,0,221.0,219.73,1,80,151,124,55.71
-82.06,154.15,0.0363,0.0387,567.4,479.1,88.3,48.7,252.42,252.42,H16_headline_s42,126,42,1,success,1966,426,,63.7765,53.508,0,0,0,395.0,394.42,1,96,148,182,53.51
-24.7,87.91,0.0122,0.0147,637.6,783.9,-146.3,77.48,83.75,83.75,H16_headline_s42,127,42,1,success,1597,267,,89.649,89.306,0,0,0,98.0,96.93,1,28,164,75,89.31
