gap_deg,gapM_deg,e_sat,e_tgt,alt_sat_km,alt_tgt_km,da_km,hohmann_dv,evec_dv,shape_lb_dv,condition,episode,seed,success,cause,steps,decisions,best_vrel_inbox,best_vrel,best_d_km,n_inbox,n_inbox_tau1,n_fine_rad,dv_used,plan_dv,n_plans,n_burns,n_warps,n_coast,min_d_km
-39.41,-106.38,0.0047,0.0269,403.1,585.6,-182.5,101.27,96.26,101.27,C_tight5_s7,110,7,1,success,1874,345,,6.4484,6.4,0,0,0,124.0,116.71,1,35,244,66,6.4
-21.97,80.11,0.0247,0.0439,696.0,592.6,103.5,55.6,207.07,207.07,C_tight5_s7,111,7,1,success,1783,413,,18.0561,17.697,0,0,0,230.0,218.48,1,38,280,95,17.7
-159.18,73.85,0.0325,0.0257,477.7,705.4,-227.7,123.75,195.7,195.7,C_tight5_s7,112,7,1,success,1996,405,,4.927,5.132,0,0,0,297.0,279.72,1,82,179,144,5.13
136.89,159.82,0.0012,0.0346,363.8,474.3,-110.5,62.35,127.81,127.81,C_tight5_s7,113,7,1,success,1999,320,,5.1563,5.147,0,0,0,205.0,201.37,1,69,152,99,5.15
-42.81,-177.71,0.0024,0.0099,762.5,496.5,266.1,143.41,44.58,143.41,C_tight5_s7,114,7,1,success,1931,473,6.1895,6.1895,4.972,1,0,0,195.0,191.43,1,49,227,197,4.97
178.36,31.93,0.0103,0.0288,395.7,524.2,-128.6,71.9,143.62,143.62,C_tight5_s7,115,7,0,safety_cap,2000,444,,10.2758,8.994,0,0,0,223.0,254.35,1,70,171,203,8.99
-132.88,5.2,0.0001,0.0333,313.4,674.5,-361.2,200.51,125.52,200.51,C_tight5_s7,116,7,1,success,1957,450,,6.0273,5.204,0,0,0,206.0,195.35,1,71,196,183,5.2
7.29,145.73,0.0104,0.0162,756.2,366.9,389.3,212.98,96.15,212.98,C_tight5_s7,117,7,1,success,1309,123,,11.6774,10.649,0,0,0,222.0,222.21,1,32,57,34,10.65
171.32,55.8,0.0149,0.0151,744.1,529.4,214.7,115.53,96.26,115.53,C_tight5_s7,118,7,1,success,1997,449,5.4477,5.4477,4.72,1,0,0,188.0,184.44,1,78,194,177,4.72
0.95,-124.78,0.0164,0.0411,351.5,661.5,-310.0,171.59,197.1,197.1,C_tight5_s7,119,7,1,success,1806,502,,6.4339,6.606,0,0,0,230.0,197.6,1,40,293,169,6.61
173.01,-172.89,0.0213,0.0208,745.5,462.4,283.0,153.4,19.82,153.4,C_tight5_s7,120,7,0,safety_cap,2000,432,,10.0284,8.838,0,0,0,154.0,158.16,1,76,180,176,8.84
48.64,-170.75,0.0406,0.0325,722.6,465.9,256.7,139.39,263.1,263.1,C_tight5_s7,121,7,1,success,1880,380,,7.4503,7.706,0,0,0,309.0,287.9,1,51,272,57,7.71
-91.0,84.0,0.022,0.0093,791.7,705.4,86.3,45.35,117.34,117.34,C_tight5_s7,122,7,1,success,1968,367,5.107,5.107,4.762,1,0,0,176.0,165.37,1,63,195,109,4.76
155.09,-71.85,0.0195,0.0008,787.8,410.9,376.9,204.52,76.92,204.52,C_tight5_s7,123,7,1,success,1998,512,,4.6275,5.16,0,0,0,210.0,213.05,1,75,185,252,5.16
