geom,rho0_km,rho_over_r,arc_min,n_obs,dv_ms,burn_dir,crlb_los_m,crlb_rel,fim_cond,crlb_los_rb_m,crlb_rel_rb,beta_floor_mrad
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,3000.0,3001,0.1,radial,384.2735952763433,0.0012745793892758263,1310884.6242509284,2.64067138356351,8.758721287940994e-06,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,3000.0,3001,1.0,radial,383.8821323543995,0.0012732809639400535,1309231.9269546773,2.641071716017329,8.760049132218531e-06,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,3000.0,3001,1.0,prograde,380.88659426041403,0.0012633452016047862,1288022.2551249785,2.667773265980298,8.848614273469114e-06,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,3000.0,3001,10.0,prograde,354.4402235879756,0.0011756264527899003,1117404.7116612007,2.901197048591918,9.622846866967029e-06,4.263256414560601e-11
A5_leo_180deg,13572.600000000002,1.9565461826547998,15.0,16,0.0,none,183282.35086440065,0.013503849731400073,8300.126290103013,32.987550169604184,2.430451805078185e-06,2.4868995751603507e-11
A5_leo_180deg,13572.600000000002,1.9565461826547998,30.0,31,0.0,none,30097.914188667757,0.0022175496359332593,3703.9338826687713,24.354945093197234,1.7944200148237795e-06,2.4868995751603507e-11
A5_leo_180deg,13572.600000000002,1.9565461826547998,30.0,31,0.1,radial,30098.147667360026,0.0022175668381415516,3703.911325931281,24.3550218419014,1.7944256695033669e-06,2.4868995751603507e-11
A5_leo_180deg,13572.600000000002,1.9565461826547998,30.0,31,1.0,radial,30100.24653299076,0.0022177214780506873,3703.7076987343326,24.355717586151705,1.79447693044455e-06,2.4868995751603507e-11
A5_leo_180deg,13572.600000000002,1.9565461826547998,30.0,31,1.0,prograde,30099.70729234794,0.0022176817479589712,3703.963761347612,24.35588894272516,1.7944895556286308e-06,2.4868995751603507e-11
A5_leo_180deg,13572.600000000002,1.9565461826547998,30.0,31,10.0,prograde,30115.837013546163,0.002218870151153512,3704.232627569913,24.366135961258966,1.7952445339329946e-06,2.4868995751603507e-11
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,91,0.0,none,2390.9425822792864,0.0001761595112417139,6765.865426937509,14.122341494310247,1.0405037718867603e-06,2.4868995751603507e-11
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,91,0.1,radial,2390.9423352873873,0.00017615949304388158,6765.877950949917,14.124095874812662,1.0406330308719522e-06,2.4868995751603507e-11
A5_leo_180deg,13572.600000000002,1.9565461826547998,90.0,91,1.0,radial,2390.9401640243154,0.00017615933306988456,6765.990580282603,14.139875635017336,1.0417956496925669e-06,2.4868995751603507e-11
