file,success,cause,gap0_deg,da0_km,e_t,e_s,steps,dv,hohmann,shape_lb,burn_records,warp_share,final_dist_km,final_rvel
ep_0000441.npz,1,1,104.73,-142.6,0.0218,0.0106,881,330.0,79.3,122.5,16,0.981,29.97,41.54
ep_0000442.npz,1,1,51.83,74.6,0.0101,0.0309,514,200.0,41.0,155.0,8,0.983,21.0,47.9
ep_0000443.npz,1,1,-82.91,113.1,0.0145,0.0229,757,310.0,60.2,60.2,13,0.982,29.84,47.37
ep_0000444.npz,1,1,-140.03,-142.5,0.0287,0.0437,770,210.0,76.6,76.6,9,0.987,28.83,37.31
ep_0000445.npz,1,1,-159.17,158.2,0.0145,0.0277,1212,190.0,89.6,89.6,9,0.992,29.85,32.32
ep_0000446.npz,1,1,52.15,164.6,0.0216,0.0297,338,200.0,87.3,174.6,8,0.976,25.17,45.41
ep_0000447.npz,1,1,-142.67,-87.2,0.0057,0.0182,1054,205.0,48.4,84.3,10,0.991,29.39,34.34
ep_0000448.npz,1,1,-96.23,-111.6,0.0164,0.0326,759,210.0,61.8,75.9,9,0.988,28.3,40.3
ep_0000449.npz,1,1,-7.94,55.4,0.036,0.0117,306,220.0,29.2,178.2,10,0.964,29.3,29.98
ep_0000450.npz,1,1,-73.59,-383.5,0.0289,0.0129,436,210.0,211.7,211.7,9,0.979,29.12,31.35
ep_0000451.npz,1,1,63.76,167.7,0.0028,0.0342,543,210.0,94.6,134.4,9,0.983,29.13,47.35
ep_0000452.npz,1,1,-25.89,141.4,0.0241,0.0337,499,335.0,79.3,217.2,14,0.97,27.96,48.78
ep_0000453.npz,1,1,-167.89,85.8,0.0246,0.0187,1051,245.0,47.8,136.8,11,0.99,29.01,35.69
ep_0000454.npz,1,1,105.45,-80.5,0.0336,0.0368,931,400.0,44.0,263.8,19,0.979,28.51,33.08
ep_0000455.npz,1,1,104.2,100.3,0.005,0.0435,685,235.0,53.2,171.7,10,0.984,29.3,18.62
ep_0000456.npz,1,1,-51.99,236.1,0.0076,0.0384,637,260.0,127.2,162.1,11,0.981,28.0,41.55
ep_0000457.npz,1,1,-84.13,284.5,0.0137,0.0163,784,325.0,153.6,153.6,13,0.982,28.89,40.36
ep_0000458.npz,1,1,-137.0,-182.4,0.0083,0.0164,915,200.0,98.1,98.1,8,0.99,29.16,33.19
ep_0000459.npz,1,1,-118.18,-85.6,0.0395,0.0188,860,330.0,46.4,215.2,15,0.983,29.66,20.7
ep_0000460.npz,1,1,129.26,52.2,0.0174,0.0466,820,375.0,28.8,231.0,17,0.978,28.54,37.58
ep_0000461.npz,1,1,-158.84,184.9,0.0021,0.0443,984,300.0,102.7,172.1,12,0.987,28.29,47.06
ep_0000462.npz,1,1,161.0,126.1,0.0147,0.0286,954,200.0,68.7,109.4,8,0.992,22.37,48.06
ep_0000463.npz,1,1,-62.4,-423.9,0.0206,0.0074,531,245.0,232.6,232.6,11,0.979,29.46,18.86
ep_0000464.npz,1,1,-55.09,158.1,0.0364,0.0476,747,385.0,84.1,229.1,16,0.977,29.49,27.39
ep_0000465.npz,1,1,160.84,-114.1,0.0384,0.0286,1007,330.0,63.3,246.1,15,0.985,27.92,42.48
ep_0000466.npz,1,1,49.95,-177.5,0.0314,0.0184,536,275.0,98.4,187.4,11,0.978,27.9,33.58
ep_0000467.npz,1,1,69.01,-350.2,0.0195,0.0002,1107,365.0,189.7,189.7,16,0.985,28.21,35.64
ep_0000468.npz,1,1,59.13,152.8,0.0365,0.0222,526,250.0,82.2,221.2,10,0.981,28.98,26.85
ep_0000469.npz,1,1,42.2,-335.7,0.0235,0.0113,857,310.0,187.4,187.4,13,0.984,29.45,42.46
ep_0000470.npz,1,1,-161.15,-79.6,0.0097,0.0005,986,250.0,43.9,43.9,10,0.99,17.96,49.32
ep_0000471.npz,1,1,103.2,-174.8,0.0175,0.0069,840,345.0,96.7,96.7,15,0.981,29.02,42.32
ep_0000472.npz,1,1,72.81,99.7,0.0091,0.0133,856,120.0,55.0,55.0,7,0.991,29.14,22.89
ep_0000473.npz,1,1,-23.26,-78.3,0.0025,0.0431,304,195.0,41.8,167.4,9,0.97,29.86,37.64
ep_0000474.npz,1,1,64.82,154.0,0.0427,0.0141,657,185.0,83.3,177.7,8,0.988,29.78,45.34
ep_0000475.npz,1,1,123.69,-119.9,0.0046,0.0276,930,270.0,65.4,94.4,12,0.987,27.68,48.03
ep_0000476.npz,1,1,-119.22,-113.6,0.0445,0.0237,868,250.0,61.1,154.0,10,0.988,28.91,31.54
ep_0000477.npz,1,1,-169.77,-111.2,0.0253,0.0017,886,175.0,63.5,92.1,7,0.991,21.47,48.79
ep_0000478.npz,1,1,157.07,-215.2,0.0463,0.0079,1057,295.0,119.9,192.4,13,0.987,24.19,47.51
ep_0000479.npz,1,1,113.75,-178.7,0.0007,0.0236,891,285.0,94.9,94.9,12,0.985,29.63,37.85
ep_0000480.npz,1,1,-44.08,128.8,0.048,0.033,998,245.0,68.1,157.0,11,0.989,29.63,28.54
ep_0000481.npz,1,1,-6.48,86.4,0.0328,0.0299,318,210.0,45.7,158.1,9,0.972,28.21,45.59
ep_0000482.npz,1,1,-79.31,341.6,0.0021,0.0196,792,355.0,184.3,184.3,16,0.979,20.44,48.9
ep_0000483.npz,1,1,-19.25,183.1,0.0148,0.012,487,210.0,98.8,98.8,9,0.98,29.83,30.87
ep_0000484.npz,1,1,167.34,86.8,0.006,0.014,1054,200.0,48.4,67.8,8,0.992,28.52,34.34
ep_0000485.npz,1,1,46.95,-149.9,0.0262,0.0227,459,260.0,82.1,184.1,11,0.974,25.97,49.88
ep_0000486.npz,1,1,23.0,74.9,0.024,0.0247,274,125.0,40.6,129.3,5,0.982,28.0,40.79
ep_0000487.npz,1,1,97.65,-163.5,0.0193,0.0104,1203,260.0,92.6,94.3,11,0.99,29.07,43.67
ep_0000488.npz,1,1,-73.55,331.1,0.0145,0.0242,962,325.0,184.5,184.5,15,0.983,26.53,47.65
ep_0000489.npz,1,1,147.49,116.6,0.0113,0.0245,901,220.0,66.2,74.6,10,0.988,28.5,28.26
ep_0000490.npz,1,1,-52.95,117.3,0.0084,0.0272,825,285.0,63.2,127.2,12,0.984,29.88,27.01
ep_0000491.npz,1,1,-127.56,-64.5,0.0234,0.0376,1086,260.0,34.1,56.1,13,0.987,29.7,34.17
ep_0000492.npz,1,1,57.5,-71.0,0.0045,0.0163,728,220.0,37.4,52.5,10,0.985,28.97,40.03
ep_0000493.npz,1,1,94.72,-66.8,0.0191,0.0051,923,270.0,37.3,54.8,12,0.986,24.91,48.45
ep_0000494.npz,1,1,-85.17,176.1,0.0098,0.029,726,275.0,98.6,98.6,11,0.983,29.64,12.08
ep_0000495.npz,1,1,-96.94,-186.4,0.0183,0.0397,742,270.0,101.2,178.4,12,0.983,29.88,29.16
ep_0000496.npz,1,1,-171.53,271.3,0.0013,0.0431,734,245.0,150.3,167.6,11,0.984,22.53,48.48
ep_0000497.npz,1,1,-73.38,353.1,0.0017,0.0245,797,360.0,194.1,194.1,15,0.98,29.86,26.58
ep_0000498.npz,1,1,133.68,217.8,0.0216,0.0026,810,160.0,116.8,116.8,7,0.991,29.94,25.37
ep_0000499.npz,1,1,-46.26,-196.8,0.0467,0.021,515,245.0,109.0,192.1,11,0.979,29.95,36.37
ep_0000500.npz,1,1,163.8,198.8,0.03,0.0419,949,310.0,107.5,251.0,13,0.986,29.66,40.37
