alt_km,i_deg,da_km,horizon_steps,horizon_days,RAAN_rate_deg_per_day,argp_rate_deg_per_day,dRAAN_rate_deg_per_day,dlambda_rate_deg_per_day,dRAAN_available_deg,theta_equiv_deg,dv_equiv_saved_ms,frac_of_budget
800.0,0.0,200.0,6000,4.166666666666667,-6.612036424933493,6.612036424933493,0.6069145357000849,-208.04676457495646,2.5288105654170208,0.0,0.0,0.0
800.0,0.0,200.0,12000,8.333333333333334,-6.612036424933493,6.612036424933493,0.6069145357000849,-208.04676457495646,5.0576211308340415,0.0,0.0,0.0
800.0,0.0,400.0,3000,2.0833333333333335,-6.612036424933493,6.612036424933493,1.1440439968918887,-402.44537554868856,2.3834249935247684,0.0,0.0,0.0
800.0,0.0,400.0,6000,4.166666666666667,-6.612036424933493,6.612036424933493,1.1440439968918887,-402.44537554868856,4.766849987049537,0.0,0.0,0.0
800.0,0.0,400.0,12000,8.333333333333334,-6.612036424933493,6.612036424933493,1.1440439968918887,-402.44537554868856,9.533699974099074,0.0,0.0,0.0
800.0,0.0,600.0,3000,2.0833333333333335,-6.612036424933493,6.612036424933493,1.6209500612902854,-584.4172215806874,3.3769792943547614,0.0,0.0,0.0
800.0,0.0,600.0,6000,4.166666666666667,-6.612036424933493,6.612036424933493,1.6209500612902854,-584.4172215806874,6.753958588709523,0.0,0.0,0.0
800.0,0.0,600.0,12000,8.333333333333334,-6.612036424933493,6.612036424933493,1.6209500612902854,-584.4172215806874,13.507917177419046,0.0,0.0,0.0
800.0,28.5,50.0,3000,2.0833333333333335,-5.810770759775796,4.730246870575051,0.13960862394253484,-53.363742986264896,0.29085129988028097,0.13878224567077047,18.05885449040721,0.03776976784301223
800.0,28.5,50.0,6000,4.166666666666667,-5.810770759775796,4.730246870575051,0.13960862394253484,-53.363742986264896,0.5817025997605619,0.27756449134154093,36.11768249259833,0.07553948028639915
800.0,28.5,50.0,12000,8.333333333333334,-5.810770759775796,4.730246870575051,0.13960862394253484,-53.363742986264896,1.1634051995211239,0.5551289826830819,72.23515307970104,0.15107851737628333
800.0,28.5,100.0,3000,2.0833333333333335,-5.810770759775796,4.730246870575051,0.2749341305134426,-105.81165956584437,0.5727794385696722,0.27330672681009927,35.56364803066792,0.07438072722067976
800.0,28.5,100.0,6000,4.166666666666667,-5.810770759775796,4.730246870575051,0.2749341305134426,-105.81165956584437,1.1455588771393443,0.5466134536201985,71.12709375872699,0.1487610313291087
800.0,28.5,100.0,12000,8.333333333333334,-5.810770759775796,4.730246870575051,0.2749341305134426,-105.81165956584437,2.2911177542786887,1.093226907240397,142.25256910348799,0.2975186777746523
800.0,28.5,200.0,3000,2.0833333333333335,-5.810770759775796,4.730246870575051,0.5333668798965262,-208.04676457495646,1.1111809997844297,0.5302097482811706,68.99260653577623,0.14429678987251188
800.0,28.5,200.0,6000,4.166666666666667,-5.810770759775796,4.730246870575051,0.5333668798965262,-208.04676457495646,2.2223619995688595,1.0604194965623412,137.98373603263468,0.2885904905448173
800.0,28.5,200.0,12000,8.333333333333334,-5.810770759775796,4.730246870575051,0.5333668798965262,-208.04676457495646,4.444723999137719,2.1208389931246825,275.9556559436548,0.5771562678847951
800.0,28.5,400.0,3000,2.0833333333333335,-5.810770759775796,4.730246870575051,1.0054054421067844,-402.44537554868856,2.094594671055801,0.9994541964873682,130.0510263045806,0.27199937149273334
800.0,28.5,400.0,6000,4.166666666666667,-5.810770759775796,4.730246870575051,1.0054054421067844,-402.44537554868856,4.189189342111602,1.9989083929747364,260.0921595281312,0.5439780517852605
800.0,28.5,400.0,12000,8.333333333333334,-5.810770759775796,4.730246870575051,1.0054054421067844,-402.44537554868856,8.378378684223204,3.997816785949473,520.1051789234104,1.087790583412724
800.0,28.5,600.0,3000,2.0833333333333335,-5.810770759775796,4.730246870575051,1.424518652632364,-584.4172215806874,2.967747192984092,1.416086571368222,184.26173022139724,0.3853800791468138
