family,rho_epoch_m,rho_mean_m,rho_over_r,f_oop,di_deg,dv_ms,arc_min,n_obs,zsep_max_m,zsep_epoch_m,el_max_deg,bo_sig_range_m,bo_sig_range_frac,bo_sig_vel_ms,bo_sig_plane_rad,bo_sig_plane_deg,bo_sig_i_deg,bo_sig_raan_deg,bo_sig_a_m,bo_sig_e,bo_sig_u_deg,bo_sig_scale_rho_m,bo_corr_range_plane,rb_corr_range_plane,bo_cond,rb_sig_range_m,rb_sig_vel_ms,rb_sig_plane_deg,secs
G2_300km,307108.84003601864,773322.2972860846,0.04540189872874183,0.7876816405754469,2.0020028167475594,0.0,185.0,186,236754.16693282526,236304.49217263408,50.304406754658366,459.03526879157005,0.001494698976225279,0.393436506521575,5.14966858846318e-05,0.0029505427601003225,0.002895541534896898,0.016231738674584717,71.65829742204839,8.154340085664477e-06,0.015309076233174408,347.3969489965871,0.9897817420156443,0.8781942607779311,1121181818.6392636,13.711227550501283,0.03055127360973772,0.00026956917718241907,0.01
G2_300km,307108.84003601864,783420.8449914826,0.04540189872874183,0.7876816405754469,2.0020028167475594,1.0,185.0,186,236754.16693282526,236304.49217263408,50.304406754658366,456.5831361597277,0.0014867144042684615,0.39014102670327,5.123865738877199e-05,0.0029357588162934466,0.002880096834832548,0.016286676275299485,72.51571956052169,8.183723179294222e-06,0.01537148765997771,347.35556033433454,0.9896545628619353,0.8789407423048408,1081704131.020459,13.749959805200247,0.030653140923520266,0.00027051550816379905,0.01
G3_180deg,13572030.0,13569734.494484782,2.006441532360894,0.0,0.0,0.0,139.0,140,0.0,0.0,0.0,898.7061501114634,6.621751868449034e-05,3.4156003836539424,0.00033876933205033503,0.019410052954950168,0.0,328289.2399715208,281.236101637723,0.00012603103049351697,220819.8743368228,35.969757552742884,0.0,0.0,1110000576.6273263,10.0722276266989,1.9452060874117667,0.019410052954950168,0.01
G3_180deg,13572030.0,13570789.220681218,2.006441532360894,0.0,0.0,1.0,139.0,140,0.0,0.0,0.0,898.7811542628702,6.62230450612672e-05,3.415866441211275,0.0003387956324873567,0.01941155985899086,0.0,328314.82241522777,281.27607289337254,0.0001260420877567129,220836.94565848153,35.97693988532211,0.0,0.0,1109760028.2618887,10.094501007351173,1.937687495256213,0.01941155985899086,0.01
G3_180deg,13572028.70546407,13569733.8433014,2.006441340981222,0.000437689735752385,0.05005005006277424,0.0,139.0,140,5920.055583538823,5908.811432657198,0.024998672333463354,898.7062655885933,6.621753350895699e-05,3.4156002225821345,0.0003387693327216984,0.019410052993416454,0.013657212158323776,15.789140394856329,281.23608334785797,0.0001260310203328146,15.789150961349142,35.9697573438968,0.0008092444158478583,0.030475313379383202,1110000421.8305285,10.07851859582487,1.942504849589396,0.019378699994298164,0.01
G3_180deg,13572028.70546407,13570788.56954526,2.006441340981222,0.000437689735752385,0.05005005006277424,1.0,139.0,140,5920.055583538823,5908.811432657198,0.02499732392077544,898.7812698144138,6.622305989174385e-05,3.415866280171704,0.00033879563316328187,0.01941155989771852,0.013658308829215114,15.79032493898908,281.2760546113883,0.00012604207759690382,15.79033550881005,35.97693967744691,0.0008093227473295841,0.03029004867875557,1109760248.7510374,10.100765817481639,1.934976095952967,0.019380221153078324,0.01
G3_180deg,13572024.821856523,13569731.889751429,2.0064407668422404,0.0008753791381849961,0.10010010020189367,0.0,139.0,140,11840.106658697792,11817.618365497448,0.04999734469455821,898.7067285337737,6.621758656722226e-05,3.4155998720607443,0.00033876933474416993,0.019410053109295538,0.013657212299892401,7.89457326125807,281.23603909785663,0.00012603099583081019,7.894594393908059,35.96975143995015,0.001618110910842051,0.06053566585904743,1110000354.2376535,10.097149018812527,1.934478494614032,0.01928554725136332,0.01
G3_180deg,13572024.821856523,13570786.616137562,2.0064407668422404,0.0008753791381849961,0.10010010020189367,1.0,139.0,140,11840.106658697792,11817.618365497448,0.04999464786844598,898.7817330025744,6.62231129694935e-05,3.415865929748417,0.0003387956351994406,0.01941156001438182,0.01365830897152869,7.895165533762632,281.2760103678626,0.00012604205309953127,7.895186673069109,35.97693377434896,0.0016182675744497337,0.060168393574725226,1109760223.573584,10.11931804038167,1.9269193177475854,0.019287110259338592,0.01
G3_180deg,13571983.396731662,13569711.051904825,2.006434642696405,0.0026261267483364426,0.30030030304875355,0.0,139.0,140,35520.17570813021,35452.71110254197,0.14999203496789543,898.7115334348512,6.6218142710908e-05,3.4155960147631155,0.00033876935628544325,0.019410054343519587,0.013657213785812652,2.631535162608301,281.23561760495926,0.00012603072752878565,2.631598560261092,35.96969510992814,0.004854346744313494,0.1696899861471712,1110000400.9051633,10.273592752295162,1.855466038003774,0.018369024746610507,0.01
G3_180deg,13571983.396731662,13570765.779808529,2.006434642696405,0.0026261267483364426,0.30030030304875355,1.0,139.0,140,35520.17570813021,35452.71110254197,0.14998394446599414,898.786540473155,6.622366931937128e-05,3.4158620734917595,0.00033879565688669914,0.019411561256970203,0.013658310465393154,2.6317325883229836,281.2755889685238,0.00012604178484415226,2.6317960059445245,35.976877457362626,0.004854816720073837,0.16867880864979887,1109760396.5677154,10.295042536369493,1.84758825533005,0.018370960852966058,0.01
G3_180deg,13571738.730420072,13569587.979111804,2.006398472083082,0.006565159378783201,0.7507507936978107,0.0,139.0,140,88798.30908160827,88629.65161357321,0.37498010047693503,898.7396752338916,6.622141002607363e-05,3.4155730825656447,0.00033876948342992364,0.0194100616283617,0.01365722258198689,1.0526394338477993,281.233120687111,0.00012602912856167736,1.0527979095733069,35.96937195553249,0.012135330627246792,0.3205637678930969,1110000823.4460366,10.857620565284414,1.545649958897716,0.014766206807880537,0.01
G3_180deg,13571738.730420072,13570642.715978691,2.006398472083082,0.006565159378783201,0.7507507936978107,1.0,139.0,140,88798.30908160827,88629.65161357321,0.3749598738742269,898.8146974155347,6.622693784996808e-05,3.4158391474623135,0.00033879578489339444,0.019411568591213596,0.013658319308489526,1.0527184077865737,281.27309262561766,0.0001260401861494453,1.0528769334260444,35.97655438093885,0.012136505342227702,0.31875238121378946,1109760830.1582346,10.876937338691851,1.5361199924903095,0.014768977306791154,0.01
G3_180deg,13571512.188807985,13569474.023948299,2.006364980962055,0.008753351406433086,1.001001102806879,0.0,139.0,140,118395.11561598064,118170.24398684666,0.4999734834248655,898.765749913869,6.622443670315928e-05,3.4155517784176626,0.00033876960112360125,0.0194100683717127,0.013657230741646964,0.7894971928356824,281.23078026449997,0.00012602764665449877,0.789708470963694,35.96907378540421,0.01617996136629398,0.3615289498364821,1110000903.2298055,11.108528404513203,1.3803768523198352,0.01281712521471413,0.01
