geom,rho0_km,rho_over_r,arc_min,n_obs,sigma_beta_mrad,dv_ms,burn_dir,crlb_los_m,crlb_rel,fim_cond,crlb_los_rb_m,crlb_rel_rb,D_k0.5,D_k0.8,D_k1.25,D_k2,beta_floor_mrad
A3_leo_100km,101.61433918643861,0.015038272507132407,1440.0,1441,1.0,1.0,prograde,133.25364672172552,0.0013113665629142768,18659.04805618452,3.183511010710672,3.132934816285792e-05,636.9085315400416,181.1266187712731,159.3786768225483,425.6659411703408,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,1440.0,1441,1.0,10.0,prograde,110.60691490008162,0.0010884971135534695,12967.840296265418,3.215341998685885,3.164260107804748e-05,758.0017240855241,217.08137445183985,193.37839757311,528.1325519566757,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,3000.0,3001,1.0,0.0,none,136.491368617711,0.00134322940748826,168671.0779177676,2.24740897154237,2.211704558171558e-05,626.6737808474816,176.9937173849508,155.78662542764474,422.3778097035889,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,3000.0,3001,1.0,0.1,radial,136.48342019258132,0.0013431511859971464,168709.15914817303,2.247440247518744,2.211735337268902e-05,626.6881429795867,177.0008603953196,155.79947797287966,422.44437057683496,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,3000.0,3001,1.0,1.0,radial,136.40279174924444,0.001342357710942519,169026.64968783272,2.247722416061561,2.212013023021795e-05,626.8478964530675,177.075823406559,155.92678581646067,423.0831746979118,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,3000.0,3001,1.0,1.0,prograde,132.66022813970494,0.0013055266530475032,159699.45349555757,2.254660631844524,2.2188410119045778e-05,642.5773701450383,181.87665009926314,160.50953337472112,436.51809758841347,1.1368683772161603e-10
A3_leo_100km,101.61433918643861,0.015038272507132407,3000.0,3001,1.0,10.0,prograde,110.22104353248005,0.0010846997029646589,113485.68295033241,2.35107599797994,2.3137246345383046e-05,760.7986946597904,217.5482633437984,194.6431302198206,539.5144512336876,1.1368683772161603e-10
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,15.0,16,1.0,0.0,none,923162.9545942062,3.061996684998844,443990947.0229888,30.361694165853848,0.00010070530497799148,0.17544458038714902,0.06719215795468904,0.07887140050602198,0.2860469510663093,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,30.0,31,1.0,0.0,none,89900.15232636397,0.298185674624714,14677980.369278334,26.247171385269574,8.705803387400826e-05,1.854499171986013,0.6980472157932777,0.7981855852039235,2.7701372888225357,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,30.0,31,1.0,0.1,radial,88114.56243308939,0.29226313374851787,14092615.189200474,26.247215079411127,8.705817880109392e-05,1.9199144595846465,0.71479026873,0.8120081816878026,2.8061411957273954,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,30.0,31,1.0,1.0,radial,74512.93411447985,0.24714851924313397,10025856.659651184,26.247603657010526,8.705946765623623e-05,2.5290536715701823,0.8692335137165569,0.9386457317448111,3.1343468674739614,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,30.0,31,1.0,1.0,prograde,101589.38969994258,0.3369571676855415,18637277.67871649,26.249039415039164,8.706422985591318e-05,1.416600752053684,0.595904325241151,0.7267705932812838,2.6327977272090903,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,30.0,31,1.0,10.0,prograde,107653.7510043378,0.3570717683833737,19888416.736816935,26.265361629727348,8.711836825804289e-05,3.8253161795198114,0.7665599311143092,0.5534715465935275,1.9446110598666637,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,91,1.0,0.0,none,2266.652169228914,0.007518154182513957,24384.565389878488,16.817500677620416,5.578119341614525e-05,80.23932513901424,28.686338355227665,30.267291747509404,91.80004528174442,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,91,1.0,0.1,radial,2264.623673879688,0.0075114259597186695,24331.161496551886,16.817671356400286,5.578175953272906e-05,80.39051164832684,28.719588407321215,30.287493538540314,91.82421735962551,4.263256414560601e-11
