alt_km,a_km,period_min,phase_gap_deg,n_revs,da_km,a_ph_km,phasing_peri_alt_km,dv_total_ms,dv_frac_of_budget,t_total_hr,drift_deg_per_hr,decisions_if_60s,decisions_if_warp5min,decisions_if_warp1hr,feasible_dv,feasible_60s_horizon,feasible_warp5_horizon,reentry_risk
800.0,7171.0,100.72315336143407,30.0,80,-4.980726070840843,7166.019273929159,790.0385478583183,5.182856629500748,0.010842796296026668,134.1576445466879,0.22342338686346028,8049.458672801274,1609.8917345602547,134.1576445466879,True,False,True,False
800.0,7171.0,100.72315336143407,30.0,100,-3.9844424118287862,7167.015557588171,792.0311151763424,4.145420653476322,0.008672428145347954,167.73202900049924,0.1787324991881988,10063.921740029955,2012.7843480059908,167.73202900049924,True,False,False,False
800.0,7171.0,100.72315336143407,60.0,1,-820.7295003262516,6350.270499673748,-841.4590006525033,996.9026507291874,2.0855703990150363,1.3989326855754733,36.81595053684414,83.93596113452841,16.78719222690568,1.3989326855754733,False,True,True,True
800.0,7171.0,100.72315336143407,60.0,2,-404.1375514746318,6766.862448525369,-8.275102949263529,452.1218229678634,0.9458615543260741,3.077651908266041,18.128638119205963,184.65911449596246,36.93182289919249,3.077651908266041,True,True,True,True
800.0,7171.0,100.72315336143407,60.0,3,-268.1145477597183,6902.885452240282,263.7709044805635,292.447978809294,0.611815855249569,4.75637113095661,12.02697347250989,285.3822678573966,57.07645357147931,4.75637113095661,True,True,True,False
800.0,7171.0,100.72315336143407,60.0,5,-160.25424071556702,7010.745759284433,479.49151856886596,171.40666454263192,0.35859134841554796,8.113809576337745,7.188619633092915,486.8285745802647,97.36571491605294,8.113809576337745,True,True,True,False
800.0,7171.0,100.72315336143407,60.0,8,-99.94628744448349,7071.0537125555165,600.107425111033,105.75584923474162,0.22124654651619585,13.149967244409448,4.4833499629714915,788.9980346645668,157.79960693291338,13.149967244409448,True,True,True,False
800.0,7171.0,100.72315336143407,60.0,10,-79.90076051718556,7091.0992394828145,640.1984789656289,84.2451599227661,0.17624510444093328,16.507405689790584,3.584155858766618,990.444341387435,198.088868277487,16.507405689790584,True,True,True,False
800.0,7171.0,100.72315336143407,60.0,15,-53.21737508346327,7117.782624916536,693.5652498330735,55.84725235415681,0.11683525597103935,24.901001803243428,2.38720339404717,1494.0601081946056,298.8120216389211,24.901001803243428,True,True,True,False
800.0,7171.0,100.72315336143407,60.0,20,-39.89442661334202,7131.105573386658,720.2111467733159,41.767941618521945,0.08738063100109193,33.29459791669626,1.7895679834935978,1997.675875001776,399.5351750003552,33.29459791669626,True,True,True,False
800.0,7171.0,100.72315336143407,60.0,30,-26.583912084255367,7144.416087915744,746.8321758314893,27.76743342044574,0.05809086489633,50.08179014360194,1.192490329616161,3004.9074086161168,600.9814817232233,50.08179014360194,True,False,True,False
800.0,7171.0,100.72315336143407,60.0,50,-15.944421783223747,7155.055578216777,768.1111564335525,16.623288368800786,0.03477675390962508,83.65617459741331,0.7152283955632172,5019.370475844798,1003.8740951689597,83.65617459741331,True,False,True,False
