cls,nav_seed,component,block,z,rho
E3-ecc,20260892,range,pos,2.1896208750043282,316125.44394932606
E3-ecc,20260892,range,vel,-0.4857843499176301,316125.44394932606
E3-ecc,20260892,range,pos,-0.7798593345765058,1594337.335096799
E3-ecc,20260892,range,vel,0.9077294172241935,1594337.335096799
E3-ecc,20260892,range,pos,-0.07286515916925133,133003.98772977895
E3-ecc,20260892,range,vel,-0.35464762426306323,133003.98772977895
E3-ecc,20260892,inplane,pos,2.294173949599481,559059.0781409191
E3-ecc,20260892,inplane,vel,1.8720587620737295,559059.0781409191
E3-ecc,20260892,inplane,pos,-0.5724303176237957,235249.00373259626
E3-ecc,20260892,inplane,vel,0.7369375449692341,235249.00373259626
E3-ecc,20260892,inplane,pos,0.052079553737310935,502884.51964138314
E3-ecc,20260892,inplane,vel,0.7411148498467854,502884.51964138314
E3-ecc,20260892,inplane,pos,0.18433346317845084,703163.2979144884
E3-ecc,20260892,inplane,vel,-0.22032503874387216,703163.2979144884
E3-ecc,20260892,inplane,pos,0.5382050231231844,208020.56258015728
E3-ecc,20260892,inplane,vel,1.5382654679387282,208020.56258015728
E3-ecc,20260892,inplane,pos,2.3575203698014757,316125.44394932606
E3-ecc,20260892,inplane,vel,2.621206280071669,316125.44394932606
E3-ecc,20260892,inplane,pos,0.49377807758782627,1594337.335096799
E3-ecc,20260892,inplane,vel,-0.14394157310191133,1594337.335096799
E3-ecc,20260892,inplane,pos,-0.3953737714627744,133003.98772977895
E3-ecc,20260892,inplane,vel,-0.17043971246799494,133003.98772977895
E3-ecc,20260892,plane,pos,1.126291246767778,559059.0781409191
E3-ecc,20260892,plane,vel,1.6203920451029683,559059.0781409191
E3-ecc,20260892,plane,pos,-0.06663840989335827,235249.00373259626
E3-ecc,20260892,plane,vel,-0.06941708078765696,235249.00373259626
E3-ecc,20260892,plane,pos,-0.6495900197846243,502884.51964138314
E3-ecc,20260892,plane,vel,1.0130533244951674,502884.51964138314
E3-ecc,20260892,plane,pos,0.41860614085331777,703163.2979144884
E3-ecc,20260892,plane,vel,-1.5243275804097682,703163.2979144884
E3-ecc,20260892,plane,pos,1.6916001910329708,208020.56258015728
E3-ecc,20260892,plane,vel,1.3345147539235866,208020.56258015728
E3-ecc,20260892,plane,pos,0.33562638148591173,316125.44394932606
E3-ecc,20260892,plane,vel,0.9516582993253838,316125.44394932606
E3-ecc,20260892,plane,pos,-0.46271715107516254,1594337.335096799
E3-ecc,20260892,plane,vel,-0.3787061500914365,1594337.335096799
E3-ecc,20260892,plane,pos,1.2284630298892119,133003.98772977895
E3-ecc,20260892,plane,vel,1.1715470334896896,133003.98772977895
E3-ecc,20260892,range,pos,-0.02924821187718749,110485.90332458279
E3-ecc,20260892,range,vel,-0.02898421177151909,110485.90332458279
E3-ecc,20260892,range,pos,-0.8004002793804017,1276392.636425866
E3-ecc,20260892,range,vel,0.5224618748843893,1276392.636425866
E3-ecc,20260892,range,pos,-0.28653443289770303,8138183.000644915
E3-ecc,20260892,range,vel,-0.3600844494698114,8138183.000644915
E3-ecc,20260892,range,pos,-1.129793572152294,24836482.27755735
E3-ecc,20260892,range,vel,1.0712396859029498,24836482.27755735
E3-ecc,20260892,range,pos,-5.663057406785385,11321006.18485436
E3-ecc,20260892,range,vel,-5.650044930985365,11321006.18485436
E3-ecc,20260892,range,pos,1.083975067466028,9711507.38148424
E3-ecc,20260892,range,vel,0.36654561383738604,9711507.38148424
E3-ecc,20260892,range,pos,-0.6551894112517532,77799.08660477868
E3-ecc,20260892,range,vel,0.6187748457982487,77799.08660477868
E3-ecc,20260892,range,pos,1.0534555873990132,24170222.146657363
E3-ecc,20260892,range,vel,1.1596050179561943,24170222.146657363
E3-ecc,20260892,inplane,pos,0.1249399220655556,110485.90332458279
E3-ecc,20260892,inplane,vel,0.0442308138587143,110485.90332458279
E3-ecc,20260892,inplane,pos,-1.296182894691921,1276392.636425866
E3-ecc,20260892,inplane,vel,-1.0546727595772012,1276392.636425866
E3-ecc,20260892,inplane,pos,1.0587509678902214,8138183.000644915
E3-ecc,20260892,inplane,vel,0.13885275896574079,8138183.000644915
E3-ecc,20260892,inplane,pos,-0.5120522364741523,24836482.27755735
E3-ecc,20260892,inplane,vel,-0.21915261427797617,24836482.27755735
E3-ecc,20260892,inplane,pos,3.36408454846004,11321006.18485436
E3-ecc,20260892,inplane,vel,-5.964419032208385,11321006.18485436
E3-ecc,20260892,inplane,pos,-0.6210633074063514,9711507.38148424
E3-ecc,20260892,inplane,vel,-0.05626504199794802,9711507.38148424
E3-ecc,20260892,inplane,pos,0.2595803418587676,77799.08660477868
E3-ecc,20260892,inplane,vel,0.3282827616374094,77799.08660477868
E3-ecc,20260892,inplane,pos,-3.116658798927175,24170222.146657363
E3-ecc,20260892,inplane,vel,0.264166322943528,24170222.146657363
E3-ecc,20260892,plane,pos,0.1339356630505977,110485.90332458279
E3-ecc,20260892,plane,vel,0.5955296023979495,110485.90332458279
E3-ecc,20260892,plane,pos,-0.007707762361358004,1276392.636425866
E3-ecc,20260892,plane,vel,0.726924139035241,1276392.636425866
E3-ecc,20260892,plane,pos,-2.182136827669825,8138183.000644915
E3-ecc,20260892,plane,vel,-0.8961591988308806,8138183.000644915
E3-ecc,20260892,plane,pos,-0.6847873997811335,24836482.27755735
E3-ecc,20260892,plane,vel,-0.5558774451646417,24836482.27755735
E3-ecc,20260892,plane,pos,-0.26061256175908276,11321006.18485436
E3-ecc,20260892,plane,vel,-1.3599098966271863,11321006.18485436
E3-ecc,20260892,plane,pos,-0.4948196002855304,9711507.38148424
