block,a_km,e,i_t_deg,sep_km,da_m,di_deg,dv_ms,dv_axis,orbits,n_obs,rho0_km,rho_mean_km,oop_amp_m,sigma_range_m,sigma_inplane_m,sigma_plane_m,sigma_pos_m,sigma_vrange_ms,sigma_vinplane_ms,sigma_vplane_ms,rel_sigma_range,rel_sigma_plane,plane_over_range,plane_over_inplane,fim_cond
wide,12000.0,0.0,51.6,1000.0,0.0,0.1,0.0,none,1.0,219,999.7106732644587,999.8194973508348,20942.540384003867,24502.446196326226,201.15208442038914,97.49121614079834,24503.465801844293,0.6968208671095734,11.691907569349285,0.20725533989256614,0.024509537460789384,9.751943111945598e-05,0.003978836045986939,0.484664210275101,3644297.7843577843
wide,12000.0,0.0,51.6,1000.0,0.0,0.1,0.0,none,1.5,328,999.7106732644587,999.8196632408852,20942.540384003867,9700.793422150859,127.16287601601425,78.4376603310844,9701.943922886807,0.27432019479506486,4.647777185967086,0.08379347926140651,0.009703600933331896,7.846036101120517e-05,0.008085695356833318,0.6168282976016236,991402.9349323763
wide,12000.0,0.0,51.6,1000.0,0.0,0.1,25.0,pro,0.5,110,999.7106732644587,1011.0814306868605,20969.564872565843,23043.234866610685,398.289642272334,138.69058948760969,23047.094021514644,0.8835143433670947,10.534164734207243,0.21262944708911147,0.02304990382003748,0.0001387307279962601,0.006018711795042733,0.34821540599536555,1016332.0541965282
wide,12000.0,0.0,51.6,1000.0,0.0,0.1,25.0,pro,1.0,219,999.7106732644587,1163.7878365645895,21283.5969712927,4838.283240880711,270.80464583739223,104.88535785939827,4846.990902971405,0.10618234139583589,2.175489586311803,0.06523233617238335,0.00483968349070613,0.00010491571278008392,0.021678217797002318,0.3873100386999191,80036.7772325849
wide,12000.0,0.0,51.6,1000.0,0.0,0.1,25.0,pro,1.5,328,999.7106732644587,1319.6926447588821,21137.7480028273,2283.781077079991,194.14983074353543,92.74932056355324,2293.8946360439895,0.05449109239571438,1.05905730866548,0.04794961680756162,0.002284442027234264,9.277616318798447e-05,0.040612176663684926,0.47772032665880393,31282.884518999515
wide,12000.0,0.0,51.6,1000.0,0.0,0.1,25.0,nor,0.5,110,999.7106732644587,1000.6942780765753,65609.88146504392,9514.538597610408,250.21916598454948,270.0839483631253,9521.659503238268,0.30156639912470856,4.552385692371479,0.21631493558286555,0.009517292204695186,0.00027016211348548696,0.028386447287202903,1.0793895315749011,252335.40191168373
wide,12000.0,0.0,51.6,1000.0,0.0,0.1,25.0,nor,1.0,219,999.7106732644587,1000.4268164260967,45106.28903245175,4553.356013289829,114.1171480881802,133.79307694338303,4556.750409523041,0.1379840844392876,2.1697708820736206,0.04867032804815004,0.0045546738021924734,0.00013383179806062754,0.029383399091325754,1.1724186871547027,127077.1611808877
wide,12000.0,0.0,51.6,1000.0,0.0,0.1,25.0,nor,1.5,328,999.7106732644587,1000.5929789138617,31172.30364602998,3766.993227026853,95.14461701376048,79.10092164119798,3769.0247314679914,0.11321495778060517,1.8045105008513158,0.04030634893829231,0.0037680834343061485,7.912381427608606e-05,0.020998424173868074,0.8313756902269926,150315.57732123643
wide,12000.0,0.0,51.6,1000.0,0.0,1.0,0.0,none,0.5,110,999.7106732644598,1010.456773429502,209414.8778832356,39121.03921537488,250.86455177686864,322.20331657066106,39123.17033793973,1.260226087538227,18.728511736348864,3.5157689898818463,0.0391323612537104,0.0003222965655838573,0.008236062309000028,1.2843716431377066,4396018.329830225
wide,12000.0,0.0,51.6,1000.0,0.0,1.0,0.0,none,1.0,219,999.7106732644598,1010.5058423227579,209414.8778832356,6066.285922923022,112.44591949704507,108.05430325551747,6068.290098200447,0.19720476385325453,2.8927092948804907,0.5075787934312002,0.006068041569581471,0.00010808557530217862,0.01781226678538288,0.9609446366647123,323122.7767913283
