i_t_deg,da_m,di_deg,dv_ms,dv_axis,j2,orbits,n_obs,rho0_km,rho_max_km,oop_amp_m,raan_rate_deg_day,draan_deg_per_orbit,sigma_range_m,sigma_inplane_m,sigma_plane_m,sigma_vrange_ms,sigma_vplane_ms,range_frac_of_box,j2_gain,fim_cond
97.4,601.4087963297178,0.0,0.0,none,0,1.0,95,5.036256511657857,10.656831097496427,1.664740674181415e-09,0.9889950764010182,-1.9872551800546772e-05,2353.145981989187,1.9241338348385322,1.050547243715057,0.4621388270464319,0.0012067504142585564,0.4706291963978374,1.0,117121795.74503401
97.4,601.4087963297178,0.0,0.0,none,0,3.0,284,5.036256511657857,21.987321578856964,1.81631040977759e-09,0.9889950764010182,-1.9872551800546772e-05,343.29117430100445,1.3260610597705318,0.87379241460465,0.06730609342925746,0.0009944629537196753,0.0686582348602009,1.0,3126901.8671286413
97.4,601.4087963297178,0.0,0.0,none,1,1.0,95,5.036256511657857,10.532161784033734,6.829810241959486,0.9889950764010182,-1.9872551800546772e-05,2383.857300146506,1.9170029373914907,1.0461170673213482,0.4681605227631923,0.001195564193580211,0.4767714600293012,0.9743999016595148,123337630.0548206
97.4,601.4087963297178,0.0,0.0,none,1,3.0,284,5.036256511657857,21.61288680655327,60.27431589973274,0.9889950764010182,-1.9872551800546772e-05,350.11278430362205,1.3220635969281842,0.8689592694318015,0.0686397189423766,0.0009807791016948318,0.07002255686072441,0.9614115561675138,3362561.3739183494
97.4,601.4087963297178,0.0,1.0,nor,0,1.0,95,5.036256511657857,10.672228287868208,901.9441326436482,0.9889950764010182,-1.9872551800546772e-05,14.645681042961503,1.4006041148483026,1.1124731211550203,0.0030891215136089364,0.0014168165189557096,0.0029291362085923007,1.0,5125.342871821207
97.4,601.4087963297178,0.0,1.0,nor,0,3.0,284,5.036256511657857,21.9971098498348,902.2109485012231,0.9889950764010182,-1.9872551800546772e-05,11.568743897084703,1.2447429386438114,1.0332283742432393,0.002363102695422371,0.0013545452108422481,0.0023137487794169407,1.0,4756.552383414037
97.4,601.4087963297178,0.0,1.0,nor,1,1.0,95,5.036256511657857,10.548759719452441,906.5400579560815,0.9889950764010182,-1.9872551800546772e-05,14.499867967974598,1.3948857560947012,1.1069894521418548,0.003059387135060546,0.0014086508468079606,0.00289997359359492,1.020213457878732,5166.969450683472
97.4,601.4087963297178,0.0,1.0,nor,1,3.0,284,5.036256511657857,21.626666035975216,933.9406297270591,0.9889950764010182,-1.9872551800546772e-05,11.470242349213104,1.2383765617663367,1.0261523579525162,0.002339631695353381,0.0013472796297560106,0.002294048469842621,1.0172488931785524,4864.721077195782
97.4,601.4087963297178,0.04169392,0.0,none,0,1.0,95,5.036256511657922,10.67551135106262,5000.256641944541,0.9889950764010182,0.00034352705567483886,1197.2867066154697,1.6924765094551624,1.2179619750275577,0.23382762675030935,1.3161448029704934,0.23945734132309393,1.0,180909101.60366803
97.4,601.4087963297178,0.04169392,0.0,none,0,3.0,284,5.036256511657922,21.987787772803717,5000.297003208349,0.9889950764010182,0.00034352705567483886,285.47575571674474,1.0509806188864914,0.9793533242706329,0.05581264914852972,0.31373405419650396,0.05709515114334895,1.0,30265770.63579023
97.4,601.4087963297178,0.04169392,0.0,none,1,1.0,95,5.036256511657922,10.561621123487695,5011.856922422176,0.9889950764010182,0.00034352705567483886,1205.5113747405683,1.6843405438369068,1.2127975240956363,0.23543241401225654,1.3251728844596595,0.24110227494811365,0.986401436485912,191949397.7416992
97.4,601.4087963297178,0.04169392,0.0,none,1,3.0,284,5.036256511657922,21.55895837302318,5017.206044161237,0.9889950764010182,0.00034352705567483886,289.89068997692124,1.036589613804247,0.9742683261275773,0.056678704928206175,0.31859432097006635,0.057978137995384246,0.9697726387498902,33434917.379637126
97.4,601.4087963297178,0.04169392,1.0,nor,0,1.0,95,5.036256511657922,10.665120824223,4998.934721976967,0.9889950764010182,0.00034352705567483886,20.16420328327741,1.461706094917594,1.3027676108464155,0.0038104655173670445,0.020903801642410427,0.004032840656655482,1.0,41539.006358326646
97.4,601.4087963297178,0.04169392,1.0,nor,0,3.0,284,5.036256511657922,21.994089685126433,4998.934721976967,0.9889950764010182,0.00034352705567483886,14.391106144316966,1.0730963941048277,1.2447258865289847,0.002797759525130594,0.01471902347649059,0.0028782212288633933,1.0,58237.58747891983
97.4,601.4087963297178,0.04169392,1.0,nor,1,1.0,95,5.036256511657922,10.521229607177093,5010.289958080634,0.9889950764010182,0.00034352705567483886,20.125633706847484,1.4560949792520146,1.2970203254637116,0.0038049701869264725,0.020864146629338384,0.004025126741369497,1.0038365534361278,43309.90984968762
97.4,601.4087963297178,0.04169392,1.0,nor,1,3.0,284,5.036256511657922,21.56532252721702,5010.289958080634,0.9889950764010182,0.00034352705567483886,14.341879299493389,1.0600131651149094,1.2377009076757814,0.002790578266382751,0.01467525435176096,0.0028683758598986777,1.0068765503494304,61874.1600810055
97.4,601.4087963297178,1.0,0.0,none,0,1.0,95,5.036256511657854,120.278702194726,119921.63908347931,0.9889950764010182,0.008686108536473894,68.36126527872523,3.3655165770083486,3.7519380486937277,0.01766822007459027,1.751701391342492,0.013672253055745046,1.0,31165043.97714113
97.4,601.4087963297178,1.0,0.0,none,0,3.0,284,5.036256511657854,121.67372876100175,119922.60707155637,0.9889950764010182,0.008686108536473894,36.93333986519002,2.1582860195071083,3.0108033119239614,0.009572247505929863,0.9468654165674282,0.007386667973038004,1.0,108340671.88304998
97.4,601.4087963297178,1.0,0.0,none,1,1.0,95,5.036256511657854,120.6726170210445,120350.37274421992,0.9889950764010182,0.008686108536473894,68.12092230248115,3.3512655086412795,3.765500653593491,0.017598310601161984,1.7451990031431193,0.013624184460496229,1.0070688110179546,32918708.005105745
97.4,601.4087963297178,1.0,0.0,none,1,3.0,284,5.036256511657854,122.77948077671233,121268.73249296332,0.9889950764010182,0.008686108536473894,36.86008822949622,2.124837978700728,2.9586941784833654,0.009551904012430782,0.9454168967419545,0.0073720176458992445,1.0039785266551773,116271289.82158321
97.4,601.4087963297178,1.0,1.0,nor,0,1.0,95,5.036256511657854,120.06220633759678,119889.93534894382,0.9889950764010182,0.008686108536473894,60.040674075594154,3.284383712269018,3.708776420265626,0.015186630603553608,1.521543568816013,0.01200813481511883,1.0,23523788.5321214
97.4,601.4087963297178,1.0,1.0,nor,0,3.0,284,5.036256511657854,120.95959698004273,119889.93534894382,0.9889950764010182,0.008686108536473894,35.73393586150292,2.1542493265291447,2.924406763688605,0.009141541688873909,0.9063340015689907,0.007146787172300584,1.0,99721619.2246347
97.4,601.4087963297178,1.0,1.0,nor,1,1.0,95,5.036256511657854,120.35924450868748,120191.04458482677,0.9889950764010182,0.008686108536473894,60.67705822201714,3.2689097090221133,3.726803388075353,0.01533186054088091,1.5384224798256656,0.012135411644403427,0.9791338950852627,25604316.410175875
97.4,601.4087963297178,1.0,1.0,nor,1,3.0,284,5.036256511657854,122.0643044920068,120544.1549282093,0.9889950764010182,0.008686108536473894,35.09771225122498,2.1204376332413073,2.9164426689363285,0.008983096353061139,0.890518607565615,0.007019542450244997,1.0365830163098113,103651146.2867771
97.4,30070.43981648589,0.0,0.0,none,0,1.0,95,30.485090788119425,287.64465418473617,1.4833933699375335e-09,0.9889950764010182,-0.0009841151032832865,416.1631162589016,13.631736658576303,11.011715392617099,0.15169827460822657,0.01686242591002683,0.08323262325178032,1.0,5141.988925184542
97.4,30070.43981648589,0.0,0.0,none,0,3.0,284,30.485090788119425,851.2251165269544,3.539204805694156e-09,0.9889950764010182,-0.0009841151032832865,54.29491706717344,12.918678816510273,10.717630241810655,0.0353475701215612,0.016153544097142244,0.010858983413434687,1.0,107.03452408516513
97.4,30070.43981648589,0.0,0.0,none,1,1.0,95,30.485090788119425,287.3256418933944,190.45018933846072,0.9889950764010182,-0.0009841151032832865,416.4224133300051,13.628306898076708,11.004107923010777,0.1516348353875885,0.01679624331062159,0.08328448266600103,0.9987550317489341,5170.282916438017
97.4,30070.43981648589,0.0,0.0,none,1,3.0,284,30.485090788119425,850.3060693649858,2347.864468783297,0.9889950764010182,-0.0009841151032832865,54.36663902668533,12.915888144143493,10.710964511831587,0.03530841589393855,0.0160823714159319,0.010873327805337065,0.9973632855733514,107.68078903304217
97.4,30070.43981648589,0.0,1.0,nor,0,1.0,95,30.485090788119425,287.6455211941166,907.9391105145535,0.9889950764010182,-0.0009841151032832865,405.6272681809632,13.60383850993016,11.023950735269265,0.1480133497409238,0.016910949391572023,0.08112545363619264,1.0,4885.700586166492
97.4,30070.43981648589,0.0,1.0,nor,0,3.0,284,30.485090788119425,851.2278381846477,908.0372134525533,0.9889950764010182,-0.0009841151032832865,54.260862820496,12.918605955976659,10.718358541047095,0.03533924001745721,0.016155813736288088,0.0108521725640992,1.0,106.92659598511838
97.4,30070.43981648589,0.0,1.0,nor,1,1.0,95,30.485090788119425,287.32757078257225,1050.972798733904,0.9889950764010182,-0.0009841151032832865,405.8646823184203,13.600336933170132,11.0164151865876,0.1479453929803073,0.01684562340803992,0.08117293646368406,0.998830424478666,4912.218671258515
97.4,30070.43981648589,0.0,1.0,nor,1,3.0,284,30.485090788119425,850.3126147724138,2871.5929732252534,0.9889950764010182,-0.0009841151032832865,54.332364379786206,12.9158143918933,10.711703869168359,0.03530001298745556,0.016084710677855784,0.010866472875957241,0.9973697256885663,107.57168133863522
97.4,30070.43981648589,0.04169392,0.0,none,0,1.0,95,30.48509078811967,287.6447531374686,5021.368263215295,0.9889950764010182,-0.0006261178430628068,414.750122176267,13.635841230306426,11.063618341416682,0.15112869505285478,0.08142843607438417,0.0829500244352534,1.0,5284.078893631842
97.4,30070.43981648589,0.04169392,0.0,none,0,3.0,284,30.48509078811967,851.225176492045,5021.867395795359,0.9889950764010182,-0.0006261178430628068,54.27019937901748,12.924118554937813,10.740543133687186,0.035295421435949846,0.01923944833594619,0.010854039875803495,1.0,110.61769670405155
97.4,30070.43981648589,0.04169392,0.0,none,1,1.0,95,30.48509078811967,287.3073235518994,4999.952059059725,0.9889950764010182,-0.0006261178430628068,415.0499097701747,13.632344092524997,11.055516746634888,0.15107515832909651,0.08145070779468555,0.08300998195403493,0.998555935950683,5315.319019617403
97.4,30070.43981648589,0.04169392,0.0,none,1,3.0,284,30.48509078811967,850.2507075096527,4999.952059059725,0.9889950764010182,-0.0006261178430628068,54.3453392640723,12.921206782040594,10.733638050216767,0.0352551785322731,0.019184237468095472,0.010869067852814461,0.9972366373833216,111.32680311552068
97.4,30070.43981648589,0.04169392,1.0,nor,0,1.0,95,30.48509078811967,287.6453041804696,5021.368263215295,0.9889950764010182,-0.0006261178430628068,400.4691766166725,13.602216461323051,11.039631527651924,0.14590320865284784,0.07749012357590483,0.0800938353233345,1.0,4914.307251998749
97.4,30070.43981648589,0.04169392,1.0,nor,0,3.0,284,30.48509078811967,851.2277971090402,5021.368263215295,0.9889950764010182,-0.0006261178430628068,54.20662315326195,12.924118707338357,10.739723847667083,0.03525329033959862,0.019092010670090486,0.01084132463065239,1.0,109.99126528579785
97.4,30070.43981648589,0.04169392,1.0,nor,1,1.0,95,30.48509078811967,287.3088433225107,4999.952059059725,0.9889950764010182,-0.0006261178430628068,400.675179002098,13.598518673097908,11.031748285769215,0.14581921730350508,0.07749262231163177,0.0801350358004196,0.9989719880872167,4941.221738828629
97.4,30070.43981648589,0.04169392,1.0,nor,1,3.0,284,30.48509078811967,850.2570581039074,4999.952059059725,0.9889950764010182,-0.0006261178430628068,54.28081385176625,12.921205305623022,10.73283148564759,0.035212365340738065,0.01903509018900978,0.010856162770353249,0.9972682798382265,110.68836505960985
97.4,30070.43981648589,1.0,0.0,none,0,1.0,95,30.485090788119116,287.7015694236696,120427.96114010908,0.9889950764010182,0.007592441703660108,231.27478136821603,15.850542059167152,18.48773770601969,0.0815977082401539,1.060926182279723,0.046254956273643205,1.0,90621.5381040419
97.4,30070.43981648589,1.0,0.0,none,0,3.0,284,30.485090788119116,851.2596098751566,120439.93188510375,0.9889950764010182,0.007592441703660108,49.7291641742252,15.072886008925217,15.503771110397125,0.028621362184884837,0.22167394097840315,0.009945832834845039,1.0,5842.562192127915
97.4,30070.43981648589,1.0,0.0,none,1,1.0,95,30.485090788119116,286.9442051182923,120690.09219558559,0.9889950764010182,0.007592441703660108,231.49381872625275,15.849131253608267,18.480471956489186,0.08148883243641447,1.0616027204313025,0.04629876374525055,0.9981085133619759,91786.39075427673
97.4,30070.43981648589,1.0,0.0,none,1,3.0,284,30.485090788119116,848.9911296072843,120739.95526397003,0.9889950764010182,0.007592441703660108,49.83956620791842,15.069158837288162,15.506043051016107,0.0285390606194271,0.2220831231267952,0.009967913241583685,0.9955746101484574,5952.5208436750645
97.4,30070.43981648589,1.0,1.0,nor,0,1.0,95,30.485090788119116,287.6948598476804,120427.96114010908,0.9889950764010182,0.007592441703660108,228.6005079366073,15.83209031991772,18.251169686171814,0.07972764348311033,1.0452220510312697,0.04572010158732146,1.0,87593.86914512944
97.4,30070.43981648589,1.0,1.0,nor,0,3.0,284,30.485090788119116,851.2599083348781,120427.96114010908,0.9889950764010182,0.007592441703660108,49.782358286034025,15.072673824612245,15.475803368050014,0.02848623310292484,0.2210549000817011,0.009956471657206804,1.0,5776.872082437409
97.4,30070.43981648589,1.0,1.0,nor,1,1.0,95,30.485090788119116,286.93631482239823,120690.09219558559,0.9889950764010182,0.007592441703660108,228.75661961799338,15.83032986346612,18.2446186672769,0.07959934821603289,1.0456088327677588,0.04575132392359867,0.9986355943399126,88673.10199727067
97.4,30070.43981648589,1.0,1.0,nor,1,3.0,284,30.485090788119116,848.9929994975483,120690.09219558559,0.9889950764010182,0.007592441703660108,49.89181505263546,15.068929410583841,15.478178645229304,0.028402460083210287,0.22145337712875143,0.009978363010527092,0.9956170486538389,5884.903904893097
