geom,rho0_km,rho_over_r,period_min,arc_min,burn_dv_ms,burn_dir,burn_t_min,k,hyp_valid,hyp_a_km,hyp_perigee_alt_km,arm,t_1sig_min,t_3sig_min,t_D3_min,D_final,dbeta_10min,dbeta_1h,dbeta_6h,dbeta_24h,dbeta_50h,dbeta_max,pow_p
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,0.0,none,nan,0.5,0,4894.426458761615,-4213.881828216937,linear_classical,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,nan
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,0.0,none,nan,0.5,0,4894.426458761615,-4213.881828216937,nonlinear_minus_linear,1.0,2.0,2.0,20819.419787797066,0.10900607502234205,0.667084473840021,1.3004580013893294,nan,nan,1.750792654475421,0.6630216151150208
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,0.0,none,nan,2.0,0,-2028.3874394875759,nan,nonlinear,2.0,3.0,3.0,26229.51568194485,0.034840390820986666,0.17470650725421155,1.4108493030110836,nan,nan,3.1285620327653003,1.324303322556678
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,0.0,none,nan,2.0,0,-2028.3874394875759,nan,linear_classical,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,nan
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,0.0,none,nan,2.0,0,-2028.3874394875759,nan,nonlinear_minus_linear,2.0,3.0,3.0,26229.51568194485,0.034840390820986666,0.17470650725421155,1.4108493030110836,nan,nan,3.1285620327653003,1.324303322556678
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,1.0,radial,36.0,0.5,0,4894.426458761615,-4213.881828216937,nonlinear,1.0,2.0,2.0,20819.65505380622,0.10900607502234205,0.6669733638574962,1.3003604764523953,nan,nan,1.750994579872203,0.662889672522461
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,1.0,radial,36.0,0.5,0,4894.426458761615,-4213.881828216937,linear_classical,nan,nan,nan,0.07009441790695685,0.0,6.207430769400446e-06,2.926387314694523e-07,nan,nan,6.300139579806796e-06,0.9330269135769254
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,1.0,radial,36.0,0.5,0,4894.426458761615,-4213.881828216937,nonlinear_minus_linear,1.0,2.0,2.0,20819.616919018437,0.10900607502234205,0.6669671564267268,1.3003607690911267,nan,nan,1.750990851254389,0.6628852505818471
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,1.0,radial,36.0,2.0,0,-2028.3874394875759,nan,nonlinear,2.0,3.0,3.0,26226.128286891795,0.034840390820986666,0.17455945433313147,1.4099386598703916,nan,nan,3.1278619280468742,1.3238162888711529
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,1.0,radial,36.0,2.0,0,-2028.3874394875759,nan,linear_classical,nan,nan,nan,0.035049046710196756,0.0,3.103878018162476e-06,1.463250889344181e-07,nan,nan,3.150251564498774e-06,0.9330848845295404
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,1.0,radial,36.0,2.0,0,-2028.3874394875759,nan,nonlinear_minus_linear,2.0,3.0,3.0,26226.13459017113,0.034840390820986666,0.17456255821114963,1.4099385135453026,nan,nan,3.1278636606455064,1.3238231920091605
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,10.0,prograde,36.0,0.5,0,4894.426458761615,-4213.881828216937,nonlinear,1.0,2.0,2.0,20811.79938213611,0.10900607502234205,0.6664409807339564,1.2958390868204912,nan,nan,1.7463364923251534,0.6611649398117171
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,10.0,prograde,36.0,0.5,0,4894.426458761615,-4213.881828216937,linear_classical,nan,nan,nan,2.5046247483826054,0.0,0.0002904369835183829,2.795695124868658e-05,nan,nan,0.0003038825273202761,1.0929053474936605
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,10.0,prograde,36.0,0.5,0,4894.426458761615,-4213.881828216937,nonlinear_minus_linear,1.0,2.0,2.0,20813.134471563528,0.10900607502234205,0.6667314177174748,1.29586704377174,nan,nan,1.7464207391148832,0.6613728957519006
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,10.0,prograde,36.0,2.0,0,-2028.3874394875759,nan,nonlinear,2.0,3.0,3.0,26203.02041166776,0.034840390820986666,0.1744176873979013,1.385553586934389,nan,nan,3.1397558495881714,1.3213469921739727
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,10.0,prograde,36.0,2.0,0,-2028.3874394875759,nan,linear_classical,nan,nan,nan,1.2528488238932491,0.0,0.0001452493431521873,1.3992569502629948e-05,nan,nan,0.0001519804949743353,1.0933104383925296
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,218.03770352249526,360.0,10.0,prograde,36.0,2.0,0,-2028.3874394875759,nan,nonlinear_minus_linear,2.0,3.0,3.0,26202.594236058823,0.034840390820986666,0.17427243805474912,1.3855395943648863,nan,nan,3.139780966675029,1.3210340734057269
